foreign1,foreign2,definitions,level
新,しん,new; neo- / Gregorian calendar / Xin (dynasty of China),JLPT N-1
人,じん,"-ian (e.g. Italian); -ite (e.g. Tokyoite) / -er (e.g. performer, etc.); person working with ... / man; person; people",JLPT N-1
ちり取り,ちりとり,dustpan,JLPT N-1
整える,ととのえる,to put in order; to arrange; to tidy up; to straighten; to adjust; to fix / to get ready; to prepare; to arrange; to supply; to assemble; to buy / to work out (e.g. business deal); to arrange (e.g. marriage); to settle,JLPT N-1
製,せい,-made; make,JLPT N-1
もろい,脆い,brittle; fragile; weak; frail / tender-hearted; sentimental; easily moved,JLPT N-1
切ない,せつない,painful; heartrending; trying / oppressive; suffocating; miserable,JLPT N-1
説く,とく,to explain; to advocate; to preach; to persuade,JLPT N-1
おだてる,煽てる,to flatter; to soft-soap; to sweet talk; to cajole; to instigate,JLPT N-1
前,ぜん,"the last (i.e. immediately preceding) (e.g. ""the last mayor""); previous; one-time; former / pre- (e.g. ""premodern"") / before; earlier",JLPT N-1
全快,ぜんかい,complete recovery of health,JLPT N-1
繕う,つくろう,"to mend; to patch up; to repair; to fix; to darn / to fix (hair, clothes, appearance etc.); to adjust; to tidy up; to groom / to keep up appearances; to cover up (e.g. a mistake); to gloss over / to treat (illness, injury, etc.)",JLPT N-1
おろそか,疎か,negligent; neglectful; careless; remiss,JLPT N-1
組み合わせる,くみあわせる,to join together; to combine; to join up,JLPT N-1
掻き回す,かきまわす,to stir up; to churn; to ransack; to disturb,JLPT N-1
こぐ,漕ぐ,"to row; to scull; to paddle / to pedal (e.g. bicycle) / to swing (on a swing) / to operate a hand pump / to push through (deep snow, the jungle, etc.)",JLPT N-1
ふさわしい,相応しい,appropriate; adequate; suitable; fitting; worthy,JLPT N-1
総,そう,whole; all; general; gross; entire; overall,JLPT N-1
大概,たいがい,in general; almost all / mainly; mostly; most likely / moderately; suitably,JLPT N-1
大便,だいべん,feces; excrement; shit,JLPT N-1
たどる,辿る,to follow (road); to pursue (course); to follow up; to follow (hyperlink),JLPT N-1
嘆く,なげく,to lament; to grieve; to regret / to deplore,JLPT N-1
ほころびる,綻びる,to come apart at the seams; to be ripped; to be torn / to begin to open; to begin to bloom / to smile broadly; to break into a smile,JLPT N-1
うちわ,団扇,uchiwa; type of traditional Japanese handheld fan,JLPT N-1
はじく,弾く,"to flip; to snap; to flick / to repel / to use (an abacus); to calculate / to strum; to pluck the strings (of a guitar, etc.)",JLPT N-1
たるむ,弛む,"to slacken; to loosen; to relax; to droop (e.g. loose or flabby skin); to sag (ceiling) / to slack off (e.g. one's work, attention); to not put one's heart in",JLPT N-1
遅らす,おくらす,to retard; to delay,JLPT N-1
築く,きずく,to build; to construct; to erect / to amass (e.g. fortune); to pile up,JLPT N-1
畜生,ちくしょう,beast (i.e. any animal other than man) / person reborn into the animal realm / brute (i.e. a contemptible human being) / damn it; damn; Christ; for Christ's sake,JLPT N-1
超,ちょう,super-; ultra-; hyper-; very; really / over (after a number or counter); more than,JLPT N-1
のどか,長閑,tranquil; calm; quiet; peaceful,JLPT N-1
はかどる,捗る,to make progress; to move right ahead (with the work); to advance,JLPT N-1
すぐ,直ぐ,immediately; at once; right away; directly / soon; before long; shortly / easily; readily; without difficulty / right (near); nearby; just (handy) / honest; upright; frank; straightforward,JLPT N-1
沈める,しずめる,to sink; to submerge / to floor (an opponent),JLPT N-1
つじつま,辻褄,coherence; consistency,JLPT N-1
綴じる,とじる,to bind; to file / to top with egg (e.g. donburi),JLPT N-1
的,てき,-like; typical,JLPT N-1
的,まと,mark; target,JLPT N-1
添う,そう,"to meet (wishes, expectations, etc.); to satisfy; to comply with; to live up to / to accompany; to go with; to stay by one's side / to associate with (someone); to mix with / to marry; to wed / to be added",JLPT N-1
まとめ,纏め,settlement; conclusion; summary,JLPT N-1
とかく,兎角,(doing) various things; (doing) this and that / being apt to; being prone to; tending to / at any rate; anyhow; anyway / all sorts of (negative things); various / things that do not exist; rabbit horns,JLPT N-1
つく,吐く,to breathe out; to breathe / to tell (a lie); to use (foul language) / to vomit; to throw up; to spit up,JLPT N-1
妬む,ねたむ,to be jealous of; to envy; to begrudge,JLPT N-1
努めて,つとめて,as much as possible; as far as possible; to the best of one's ability; diligently,JLPT N-1
導く,みちびく,to guide; to lead; to show the way; to conduct / to derive; to deduce,JLPT N-1
つつく,突く,"to poke (repeatedly, lightly); to nudge / to peck at (one's food); to pick at / to peck at (someone's faults, etc.) / to egg on; to put up to",JLPT N-1
馴れ馴れしい,なれなれしい,over-familiar,JLPT N-1
賑わう,にぎわう,to be crowded with people; to be bustling with / to prosper; to flourish; to do thriving business,JLPT N-1
入る,いる,to get in; to go in; to come in; to flow into; to set; to set in,JLPT N-1
いかに,如何に,"how; in what way / however much; however (e.g. easy, rich, sad); whatever; how much / hey; oi",JLPT N-1
年頃,としごろ,approximate age; apparent age / marriageable age (esp. of a woman); age of maturity; age of adulthood / appropriate age (to ...); old enough (to ...) / past few years; for some years,JLPT N-1
ないし,乃至,from ... to; between ... and / or,JLPT N-1
派,は,clique; faction; school,JLPT N-1
罵る,ののしる,to abuse (verbally); to curse at; to shout abuse at; to speak ill of,JLPT N-1
背く,そむく,to run counter to; to go against; to disobey; to infringe,JLPT N-1
はげる,剥げる,to come off; to be worn off / to fade; to discolor; to discolour,JLPT N-1
罰,ばつ,punishment; penalty,JLPT N-1
判,はん,seal; stamp; monogram signature / judgment; judgement / size (of paper or books),JLPT N-1
班,はん,group; party; team / squad; section,JLPT N-1
番目,ばんめ,indicates position in a sequence / divisions of a kabuki performance,JLPT N-1
卑しい,いやしい,lowborn; humble; lowly / vulgar; coarse; crude; mean; base; vile / shabby / greedy; gluttonous; avaricious,JLPT N-1
費,ひ,cost; expense,JLPT N-1
非,ひ,fault; error; mistake / going poorly; being disadvantageous; being unfavorable / un-; non-; an-,JLPT N-1
備え付ける,そなえつける,to provide; to furnish; to equip; to install,JLPT N-1
病,やまい,illness; disease / bad habit; weakness; fault,JLPT N-1
布巾,ふきん,tea-towel; dish cloth,JLPT N-1
負かす,まかす,to defeat,JLPT N-1
部,ぶ,department (in an organization); division; bureau / club / part; component; element / category / counter for copies of a newspaper or magazine,JLPT N-1
覆す,くつがえす,to overturn; to capsize; to upset / to overthrow (government etc.) / to reverse (decision etc.); to disprove (an established theory etc.); to overrule,JLPT N-1
変遷,へんせん,change; transition; vicissitudes,JLPT N-1
放射,ほうしゃ,radiation; emission,JLPT N-1
はちみつ,蜂蜜,honey,JLPT N-1
ほっぺた,頬っぺた,cheek,JLPT N-1
ごと,毎,each; every,JLPT N-1
未,ひつじ,"eighth sign of the Chinese zodiac (The Ram, 1pm-3pm, south-southwest, June)",JLPT N-1
眠たい,ねむたい,sleepy; drowsy,JLPT N-1
むやみに,無闇に,thoughtlessly; recklessly; rashly; indiscriminately; indiscreetly; at random / excessively; unreasonably; immoderately; absurdly,JLPT N-1
むちゃくちゃ,無茶苦茶,nonsensical; unreasonable; absurd; unrealistic / awfully; extremely; to excess; senseless; reckless / disorder; confusion; being jumbled; being mixed up / very; extremely; excessively,JLPT N-1
無念,むねん,regret; chagrin; mortification / freedom from obstructive thoughts,JLPT N-1
あくる,明くる,"next (day, morning, etc.); following",JLPT N-1
にきび,面皰,pimple; acne,JLPT N-1
目方,めかた,weight,JLPT N-1
夜具,やぐ,bedding; bedclothes,JLPT N-1
あらかじめ,予め,beforehand; in advance; previously,JLPT N-1
よそ見,よそみ,looking away; looking aside,JLPT N-1
たやすい,容易い,easy; simple; light,JLPT N-1
様,さま,Mr.; Mrs.; Miss; Ms. / makes words more polite (usu. in fixed expressions) / state; situation; appearance,JLPT N-1
裸足,はだし,"barefoot / superior to (a professional, etc. in ability or achievement)",JLPT N-1
流,りゅう,"fashion; way; style; manner / school (of thought) / class; rank; rate / current (electrical, water, etc.); flow; stream",JLPT N-1
凌ぐ,しのぐ,to endure; to keep out (e.g. rain); to stave off (e.g. starvation) / to pull through; to get over; to survive / to surpass; to outdo; to excel; to eclipse; to defy; to slight,JLPT N-1
料,りょう,fee; charge; rate / material,JLPT N-1
裂ける,さける,to split; to tear; to burst; to be separated; to be divided,JLPT N-1
露,つゆ,dew / tears / (not) a bit; (not) at all,JLPT N-1
いたわる,労る,to pity; to sympathize with; to sympathise with; to treat with sympathy; to console; to be kind to; to appreciate / to tend to (e.g. an injury); to care for; to nurse; to soothe,JLPT N-1
いじる,弄る,"to finger; to touch; to play with; to fiddle with; to toy with / to make changes to; to tinker with; to tamper with / to dabble in; to do as a hobby; to play around with / to grope; to feel around (in one's pocket, bag, etc.)",JLPT N-1
漏る,もる,to leak; to run out,JLPT N-1
老ける,ふける,to age; to grow old (esp. in appearance); to show marks of age,JLPT N-1
和,わ,sum / harmony; peace / Japan; Japanese-style,JLPT N-1
詫び,わび,apology; excuse,JLPT N-1
わら,藁,straw,JLPT N-1
几帳面,きちょうめん,methodical; precise; meticulous; scrupulous; regular; punctual / wooden post that has been carved to have a rounded corner with grooves running along either side of it,JLPT N-1
とがめる,咎める,to blame; to reproach; to censure; to rebuke; to reprove; to find fault; to take to task; to criticize; to criticise / to question (a suspect); to challenge / to aggravate (an injury); to be aggravated; to get inflamed / to prick (one's conscience),JLPT N-1
つぶやく,呟く,to mutter; to murmur; to grumble / to tweet (Twitter),JLPT N-1
くちばし,嘴,beak; bill,JLPT N-1
さぞ,嘸,surely; certainly; no doubt; indeed,JLPT N-1
さえずる,囀る,to sing; to chirp; to twitter,JLPT N-1
おびただしい,夥しい,large number; innumerable; great many; immense; vast; abundant,JLPT N-1
おごる,奢る,to give (someone) a treat / to be extravagant; to live luxuriously / to be proud; to be haughty,JLPT N-1
婉曲,えんきょく,euphemistic; circumlocutory; roundabout; indirect,JLPT N-1
しなやか,嫋か,supple; flexible; elastic / graceful; elegant; refined,JLPT N-1
もめる,揉める,to disagree; to dispute; to fight (over),JLPT N-1
檻,おり,cage; pen; jail cell; gaol cell,JLPT N-1
うっとうしい,鬱陶しい,gloomy (e.g. mood); depressing / irritating; troublesome / heavy (weather); cloudy,JLPT N-1
洒落る,しゃれる,to dress stylishly / to joke; to play on words,JLPT N-1
にじむ,滲む,"to run (of liquid); to spread / to blur; to blot; to be blurred / to ooze; to well up (of tears, etc.) / to show through (of feelings, emotions, etc.); to reveal itself",JLPT N-1
ろくに,碌に,well; enough; properly; sufficiently; satisfactorily,JLPT N-1
きらびやか,煌びやか,gorgeous; gaudy; dazzling; gay; resplendent,JLPT N-1
そびえる,聳える,to rise; to tower; to soar,JLPT N-1
舐める,なめる,to lick / to taste / to experience (esp. a hardship) / to make fun of; to make light of; to put down; to treat with contempt; to underestimate,JLPT N-1
けなす,貶す,to speak ill of; to disparage,JLPT N-1
もたらす,齎す,to bring; to take; to bring about,JLPT N-1
かかと,踵,"heel (of foot, shoe, stocking, etc.)",JLPT N-1
しつけ,躾,discipline; training; teaching manners,JLPT N-1
たくましい,逞しい,"burly; strong; sturdy / indomitable; indefatigable; strong-willed; resolute; bold / robust (vitality, appetite, economic growth, etc.); strong",JLPT N-1
ばい菌,ばいきん,germ; germs; bacteria; mold; mould / something harmful; vermin,JLPT N-1
いびき,鼾,snoring; snore,JLPT N-1
誠,まこと,truth; reality / sincerity; honesty; integrity; fidelity / that's right,JLPT N-1
かつて,嘗て,once; before; formerly; ever; former; ex- / never yet; never before; first time; still not happened,JLPT N-1
側,がわ,"side (of something, or taking someone's side); part / (watch) case",JLPT N-1
店,てん,-store; -shop,JLPT N-1
剥ぐ,はぐ,"to tear off; to peel off; to rip off; to strip off; to skin; to flay; to bark / to strip of (clothes, rank, etc.); to deprive of; to divest of",JLPT N-1
面,おもて,face / surface / mask (esp. a noh or kyogen mask),JLPT N-1
歪む,ゆがむ,to warp; to swerve; to deflect; to be crooked; to be distorted; to be bent; to incline; to slant; to be perverted; to be gross-grained; to get bent; to be strained,JLPT N-1
つぶる,瞑る,to close (eyes); to shut,JLPT N-1
打ち合わせる,うちあわせる,to knock together; to strike against each other / to arrange (e.g. a meeting); to discuss (in advance),JLPT N-1
かすか,微か,faint; dim; weak; slight; vague; indistinct; hazy / poor; wretched; meagre; meager; scanty,JLPT N-1
代わる代わる,かわるがわる,alternately; by turns,JLPT N-1
群集,ぐんしゅう,crowd; community; group; herd; gathering; assembly,JLPT N-1
こもる,籠もる,"to shut oneself in (e.g. one's room); to be confined in; to seclude oneself; to hide away; to stay inside (one's shell) / to be filled with (emotion, enthusiasm, etc.) / to fill the room (of a gas, smell, etc.); to be heavy with (e.g. smoke); to be stuffy; to be dense / to be muffled (e.g. voice) / to hold (a castle, fortress, etc.) / to confine oneself in a temple to pray",JLPT N-1
退く,しりぞく,to step back; to move back; to retreat / to withdraw (from the presence of a superior); to leave; to exit / to resign; to retire; to quit / to concede,JLPT N-1
清々しい,すがすがしい,"refreshing (e.g. feeling, scene, wind, morning air); brisk; bracing; fresh; refreshed",JLPT N-1
添える,そえる,"to garnish; to accompany (as a card does a gift) / to add to as support; to prop up / to accompany (as an aid, guide, translator, etc.) / to mimic; to imitate / to draw something near to oneself; to approach nearby",JLPT N-1
情け深い,なさけぶかい,tender-hearted; compassionate; charitable; good-hearted,JLPT N-1
はかない,儚い,"fleeting; transient; short-lived; momentary; ephemeral; fickle; vain / empty (dream, etc.); mere (hope); faint (possibility)",JLPT N-1
ばらまく,ばら撒く,to scatter; to disseminate (e.g. a rumor); to spread (e.g. germs); to broadcast / to distribute widely (e.g. leaflets); to hand out freely; to spend recklessly,JLPT N-1
振り出し,ふりだし,starting point; beginning; outset / drawing (e.g. of a bill); issuing; draft; draught / shaking out / throw (of dice); toss / infusion,JLPT N-1
まちまち,区々,several; various; divergent; conflicting; different; diverse,JLPT N-1
民俗,みんぞく,folk customs; folkways; ethnic customs,JLPT N-1
股,もも,thigh / femoral,JLPT N-1
漏れる,もれる,to leak out; to escape; to come through; to shine through; to filter out / to find expression; to give vent / to leak out; to be divulged; to be disclosed / to be omitted; to be left out; to be excluded; to be not included,JLPT N-1
憂鬱,ゆううつ,depression; melancholy; dejection; gloom; despondency,JLPT N-1
養護,ようご,nursing; (protective) care,JLPT N-1
よほど,余程,very; greatly; much; to a large extent; quite / just about to,JLPT N-1
夜更け,よふけ,late at night; small hours of the morning,JLPT N-1
略奪,りゃくだつ,pillage; plunder; looting; robbery,JLPT N-1
わざわざ,態々,expressly; specially; doing something especially rather than incidentally,JLPT N-1
一挙に,いっきょに,at a stroke; with a single swoop,JLPT N-1
月日,がっぴ,(the) date,JLPT N-1
欲深,よくぶか,greedy; avaricious; covetous,JLPT N-1
ろくな,碌な,satisfactory; decent,JLPT N-1
密か,ひそか,secret; private; surreptitious,JLPT N-1
ございます,御座います,to be; to exist,JLPT N-1
おまけ,お負け,freebie (e.g. with a purchase); something additional; bonus; an extra / price reduction; discount / exaggeration,JLPT N-1
金槌,かなづち,hammer / hopeless swimmer; complete beginner at swimming; someone who sinks like a stone,JLPT N-1
いっそ,,rather; sooner; preferably,JLPT N-1
修行,しゅぎょう,ascetic practices / training; practice; discipline; study,JLPT N-1
うんざり,,tedious; boring; being fed up with,JLPT N-1
おい,,hey!; oi!; ahoy! / I; me,JLPT N-1
お産,おさん,(giving) birth; childbirth; delivery; confinement,JLPT N-1
お手上げ,おてあげ,being done for; giving up; being in a hopeless situation; not knowing what to do; being brought to one's knees; throwing up (one's) hands,JLPT N-1
がっくり,,heartbroken; crestfallen; dejected; disappointed,JLPT N-1
きちっと,,exactly; perfectly,JLPT N-1
くっきり,,distinctly (standing out); clearly; in sharp relief; boldly,JLPT N-1
だけ,丈,"only; just; merely; simply; no more than; nothing but; alone / as (e.g. as soon as, as much as) / worth",JLPT N-1
ちらっと,,at a glance; by accident,JLPT N-1
と,,"if; when / and / with / particle used for quoting (with speech, thoughts, etc.) / promoted pawn / ?",JLPT N-1
なんか,,things like ...; or something like that ...,JLPT N-1
ほっと,,feeling relieved; (sigh of) relief,JLPT N-1
もしかして,若しかして,perhaps; possibly; maybe; by any chance; if I'm not mistaken / if; in case; in the event that,JLPT N-1
ＯＫ,オッケー,OK,JLPT N-1
カテゴリー,,category,JLPT N-1
ボルト,,volt / bolt,JLPT N-1
くらい,,approximately; about; around; or so / to (about) the extent that; (almost) enough that; so ... that ...; at least / as ... as ...; like,JLPT N-1
意気込む,いきごむ,to be enthusiastic about; to be eager; to be keen,JLPT N-1
一心,いっしん,one mind / wholeheartedness; one's whole heart,JLPT N-1
押し込む,おしこむ,to push into; to cram into; to stuff into; to crowd into / to break in; to burgle; to burglarize,JLPT N-1
乙,おつ,second (party to an agreement); the B party (e.g. in a contract); the latter; defendant / stylish; chic; spicy; witty; tasty; romantic / strange; quaint; queer / thank you; good job; goodbye; goodnight,JLPT N-1
下火,したび,burning low; waning; declining,JLPT N-1
下地,したじ,groundwork; foundation / inclination; aptitude; elementary knowledge (of); grounding (in) / undercoat; first coat / soy sauce,JLPT N-1
なんだかんだ,何だかんだ,something or other; one thing or another; this or that,JLPT N-1
過多,かた,excess; surplus; superabundance,JLPT N-1
怪獣,かいじゅう,monster,JLPT N-1
改訂,かいてい,revision (of text); alteration; change,JLPT N-1
獲物,えもの,game; spoils; trophy; prey,JLPT N-1
学士,がくし,university graduate; bachelor / bachelor's degree,JLPT N-1
かつ,且つ,yet; moreover; and,JLPT N-1
粥,かゆ,thin rice porridge; watery cooked rice; rice gruel; congee,JLPT N-1
巻,まき,roll (e.g. of cloth) / winding / volume (of book),JLPT N-1
感度,かんど,"sensitivity (e.g. of a measuring instrument); reception (radio, TV, etc.) / sensitivity (of film)",JLPT N-1
簡潔,かんけつ,brevity; conciseness; simplicity,JLPT N-1
還暦,かんれき,60th birthday,JLPT N-1
まるごと,丸ごと,in its entirety; whole; wholly,JLPT N-1
岩石,がんせき,rock,JLPT N-1
危害,きがい,injury; harm; danger,JLPT N-1
寄与,きよ,contribution; service,JLPT N-1
季刊,きかん,quarterly (e.g. magazine),JLPT N-1
起伏,きふく,undulation / ups and downs; highs and lows,JLPT N-1
議事堂,ぎじどう,assembly hall; parliament house; diet building; capitol; houses of parliament; congress hall,JLPT N-1
喫茶,きっさ,tea drinking / teahouse; tearoom; coffee lounge; coffee shop; (rather formal) cafe,JLPT N-1
共学,きょうがく,coeducation,JLPT N-1
共鳴,きょうめい,resonance; sympathetic (sound); (being in) sympathy,JLPT N-1
怯える,おびえる,to become frightened; to be frightened (of); to be scared (of),JLPT N-1
桐,きり,paulownia tree; Paulownia tomentosa,JLPT N-1
かけっこ,駆けっこ,(foot) race; sprint,JLPT N-1
君主,くんしゅ,ruler; monarch; sovereign,JLPT N-1
軍服,ぐんぷく,military or naval uniform,JLPT N-1
刑罰,けいばつ,judgement; judgment; penalty; punishment,JLPT N-1
形勢,けいせい,condition; situation; prospects,JLPT N-1
恵み,めぐみ,blessing; grace,JLPT N-1
計器,けいき,meter; gauge,JLPT N-1
結びつく,むすびつく,to be related; to be connected; to be joined together / to result in; to lead to; to bring about,JLPT N-1
健在,けんざい,in good health; well; going strong,JLPT N-1
原形,げんけい,original form; base form,JLPT N-1
原文,げんぶん,the text; original,JLPT N-1
おむつ,お襁褓,diaper; nappy; napkin,JLPT N-1
交易,こうえき,trade; commerce,JLPT N-1
光沢,こうたく,brilliance; polish; lustre; luster; glossy finish (of photographs),JLPT N-1
荒廃,こうはい,ruin; destruction; devastation; waste; decay,JLPT N-1
購読,こうどく,paid subscription (e.g. magazine),JLPT N-1
合議,ごうぎ,consultation; conference,JLPT N-1
差異,さい,difference; disparity; gap,JLPT N-1
砂利,じゃり,gravel; ballast; pebbles / child; rugrat; ankle-biter,JLPT N-1
採掘,さいくつ,mining,JLPT N-1
柵,さく,fence; paling; railing,JLPT N-1
仕掛ける,しかける,to start; to begin; to commence / to challenge; to pick (a fight); to make (war) / to set (traps); to plant (explosives); to lay (mines) / to make a meld call,JLPT N-1
司る,つかさどる,to rule; to govern; to administer,JLPT N-1
子息,しそく,son,JLPT N-1
あたし,私,I; me,JLPT N-1
式場,しきじょう,"ceremonial hall (e.g. wedding, funeral); hall for ceremonies; place of ceremony",JLPT N-1
写し,うつし,copy; duplicate; facsimile; transcript,JLPT N-1
衆,しゅう,great numbers (of people); numerical superiority; masses / people; folk; clique; bunch,JLPT N-1
準じる,じゅんじる,to follow; to conform; to apply to,JLPT N-1
準ずる,じゅんずる,to apply correspondingly; to correspond to; to be proportionate to; to conform to,JLPT N-1
初版,しょはん,first edition,JLPT N-1
制定,せいてい,enactment; establishment; creation,JLPT N-1
設定,せってい,"establishment; creation; posing (a problem); setting (movie, novel, etc.); scene / options setting; preference settings; configuration; setup",JLPT N-1
説得,せっとく,persuasion,JLPT N-1
先に,さきに,before; earlier than; first; ahead; beyond; away; previously; recently,JLPT N-1
占領,せんりょう,occupying; having (an area) all to oneself / military occupation; possession; capture; seizure,JLPT N-1
選考,せんこう,selection; screening,JLPT N-1
素材,そざい,ingredient; (raw) material; resource / unprocessed timber; raw timber / subject matter; topic,JLPT N-1
対決,たいけつ,confrontation; showdown,JLPT N-1
対抗,たいこう,opposition; antagonism,JLPT N-1
退職,たいしょく,retirement; resignation,JLPT N-1
単独,たんどく,sole; single; solo / independence; singleness; singularity,JLPT N-1
著書,ちょしょ,(written) work; book; writings,JLPT N-1
庁,ちょう,government office; agency; board,JLPT N-1
調印,ちょういん,signature; signing; sealing,JLPT N-1
賃金,ちんぎん,wages / cash payment of rent,JLPT N-1
怒り,いかり,anger; rage; fury; wrath; indignation,JLPT N-1
統治,とうち,rule; reign; government; governing,JLPT N-1
得点,とくてん,scoring; score; points made; marks obtained; goals; runs,JLPT N-1
読者,どくしゃ,reader,JLPT N-1
日夜,にちや,day and night; around the clock; always; constantly,JLPT N-1
悩み,なやみ,trouble; troubles; worry; distress; sorrows; anguish; agony; problem,JLPT N-1
廃棄,はいき,disposal; abandonment; scrapping; discarding; abolition / annulment; cancellation; abrogation; repeal,JLPT N-1
配分,はいぶん,distribution; allotment,JLPT N-1
配慮,はいりょ,consideration; concern; attention; thoughtfulness; making arrangements; care; trouble,JLPT N-1
不振,ふしん,dullness; slump; stagnation; inactivity; depression,JLPT N-1
復活,ふっかつ,revival (e.g. musical); come-back / restoration; rebirth; resurrection,JLPT N-1
物資,ぶっし,goods; materials; commodities; resources; supplies,JLPT N-1
分離,ぶんり,separation; partition; detachment; segregation; isolation,JLPT N-1
分裂,ぶんれつ,split; division; break up,JLPT N-1
変動,へんどう,change; fluctuation,JLPT N-1
返済,へんさい,repayment; reimbursement; refund; redemption,JLPT N-1
法廷,ほうてい,court (of law); courtroom,JLPT N-1
暴力,ぼうりょく,violence; mayhem,JLPT N-1
冒頭,ぼうとう,beginning; start; outset,JLPT N-1
本格,ほんかく,original method or procedure / serious; orthodox; classical; genuine,JLPT N-1
本名,ほんみょう,real name,JLPT N-1
名簿,めいぼ,register of names; list of names; roll; register,JLPT N-1
要望,ようぼう,demand for; request,JLPT N-1
抑制,よくせい,control; restraint; suppression; constraint; curtailment; inhibition; check; curb,JLPT N-1
立法,りっぽう,legislation; lawmaking,JLPT N-1
枠,わく,frame; framework / border; box / limit; restriction; quota,JLPT N-1
匹,ひき,counter for small animals / counter for rolls of cloth (two han in size) / counter for horses / roll of cloth,JLPT N-1
実情,じつじょう,real condition; actual circumstances; actual state of affairs,JLPT N-1
専用,せんよう,exclusive use; personal use; dedicated / private (e.g. network),JLPT N-1
日々,ひび,every day; daily; day after day; days (e.g. good old days),JLPT N-1
申し込み,もうしこみ,application; entry; request; subscription; offer; proposal; overture; challenge,JLPT N-1
了承,りょうしょう,"acknowledgement; acknowledgment; understanding (e.g. ""please be understanding of the mess during our renovation""); noting; acceptance",JLPT N-1
共和,きょうわ,republican; cooperative,JLPT N-1
悪,あく,evil; wickedness,JLPT N-1
扱い,あつかい,treatment; service,JLPT N-1
意図,いと,intention; aim; design,JLPT N-1
移行,いこう,switching over to; migration; transition,JLPT N-1
加工,かこう,manufacturing; processing; treatment; machining,JLPT N-1
拡散,かくさん,scattering; diffusion; spread (e.g. signal across the spectrum),JLPT N-1
確定,かくてい,decision; settlement / definition,JLPT N-1
革新,かくしん,reform; innovation,JLPT N-1
勧告,かんこく,advice; counsel; remonstrance; recommendation,JLPT N-1
看護,かんご,nursing; (army) nurse,JLPT N-1
軌道,きどう,orbit; trajectory / railroad track / (right) track; proper course,JLPT N-1
偽造,ぎぞう,forgery; falsification; fabrication; counterfeiting,JLPT N-1
犠牲,ぎせい,sacrifice; victim; scapegoat / sacrifice (to the gods),JLPT N-1
脚本,きゃくほん,script; screenplay; scenario,JLPT N-1
共産,きょうさん,communism / Communist Party,JLPT N-1
強硬,きょうこう,firm; strong; unbending; unyielding; uncompromising; stubborn; tough; hard-line,JLPT N-1
形成,けいせい,formation; molding; making up; taking form; giving form to / repair (e.g. plastic surgery); replacement; -plasty,JLPT N-1
経緯,いきさつ,details; particulars; whole story; sequence of events; chronology; circumstances; how it started; how things got this way / longitude and latitude / warp and weft; warp and woof,JLPT N-1
経過,けいか,passage (of time); elapsing / progress; development; course (of events) / transit,JLPT N-1
元首,げんしゅ,ruler; sovereign,JLPT N-1
原点,げんてん,origin (coordinates); starting point,JLPT N-1
原爆,げんばく,atomic bomb; A-bomb,JLPT N-1
公立,こうりつ,public (institution),JLPT N-1
国産,こくさん,domestic; domestically-produced; produced within a country,JLPT N-1
詐欺,さぎ,fraud; swindle; graft; cheating; trick; scam,JLPT N-1
酸化,さんか,oxidation; oxidization,JLPT N-1
志向,しこう,intention; aim; preference (for); orientation (towards a goal),JLPT N-1
死刑,しけい,death penalty; capital punishment,JLPT N-1
視野,しや,field of vision; view / one's outlook (e.g. on life); one's horizons,JLPT N-1
実,じつ,truth; reality / sincerity; honesty; fidelity / content; substance / (good) result,JLPT N-1
主任,しゅにん,person in charge; senior staff; manager; chief; head,JLPT N-1
手法,しゅほう,technique; method,JLPT N-1
樹立,じゅりつ,establish; create,JLPT N-1
収益,しゅうえき,earnings; proceeds; returns; revenue,JLPT N-1
出産,しゅっさん,childbirth; (giving) birth; delivery; parturition; confinement / production (of goods),JLPT N-1
庶民,しょみん,masses; common people,JLPT N-1
なお,尚,furthermore; still; yet; more; still more; in addition; greater; further,JLPT N-1
症,しょう,illness,JLPT N-1
衝撃,しょうげき,shock; impact; crash,JLPT N-1
譲歩,じょうほ,concession; conciliation; compromise,JLPT N-1
申告,しんこく,report; return (e.g. tax); statement; declaration; notification; filing,JLPT N-1
真相,しんそう,truth; real situation,JLPT N-1
診療,しんりょう,diagnosis and treatment; medical care,JLPT N-1
世帯,せたい,household; home; family; housekeeping,JLPT N-1
接触,せっしょく,touch; contact,JLPT N-1
戦術,せんじゅつ,tactics,JLPT N-1
繊維,せんい,fibre; fiber; textile,JLPT N-1
訴え,うったえ,lawsuit; complaint,JLPT N-1
捜索,そうさく,"search (esp. for someone or something missing); manhunt / legally authorized search of a person, building, etc.",JLPT N-1
側面,そくめん,side; flank; profile; sidelight; lateral / aspect; dimension,JLPT N-1
体力,たいりょく,"stamina; endurance; physical strength; resilience; resistance to disease / strength of an organization (e.g. profitability, productivity, economic clout, stability, growth potential)",JLPT N-1
大衆,たいしゅう,general public; the masses,JLPT N-1
達成,たっせい,achievement; attainment; accomplishment; realization,JLPT N-1
短大,たんだい,junior college; vocationally oriented two or three year post-secondary education institution,JLPT N-1
中継,ちゅうけい,relay; hook-up / relay broadcasting,JLPT N-1
追い込む,おいこむ,to herd; to corner; to drive,JLPT N-1
追及,ついきゅう,investigation (e.g. into someone's guilt); questioning; pressing; hounding; pinning down / catching up; overtaking,JLPT N-1
定年,ていねん,retirement age / years of service in a military rank before eligibility for promotion,JLPT N-1
鉄鋼,てっこう,iron and steel,JLPT N-1
展示,てんじ,exhibition; display,JLPT N-1
