foreign1,foreign2,definitions,level
譲る,ゆずる,to hand over; to transfer; to turn over; to assign; to convey; to bequeath / to give up (e.g. one's seat); to give way / to yield; to concede; to give ground; to surrender / to sell / to postpone; to put off; to defer,JLPT N-3
尻,しり,buttocks; behind; rump; bottom / undersurface; bottom / last place; end / consequence,JLPT N-3
伸びる,のびる,"to stretch; to extend; to lengthen; to grow (of hair, height, grass, etc.) / to straighten out; to be flattened; to become smooth / to spread (of paint, cream, etc.) / to stretch out (e.g. of a hand); to extend / to lose elasticity; to become slack; to become soggy (e.g. noodles) / to make progress; to develop; to expand; to increase; to improve / to be exhausted; to be groggy; to pass out; to collapse / to be prolonged (meeting, life span, etc.); to be extended (e.g. deadline); to lengthen (e.g. of the days) / to be postponed; to be delayed; to be put off",JLPT N-3
信じる,しんじる,to believe; to believe in; to place trust in; to confide in; to have faith in,JLPT N-3
振る,ふる,to wave; to shake; to swing / to sprinkle; to throw (dice) / to cast (actor); to allocate (work) / to turn down (somebody); to reject; to jilt; to dump / to abandon; to give up; to ruin / to add kana indicating a reading of a word / to slightly change headings; to change directions / to extract by broiling; to prepare an infusion of; to decoct / to carry with great vigor (e.g. a portable shrine) / to bring up a topic; to lead to a topic / to replace; to substitute / to set up a joke for somebody else,JLPT N-3
申し込む,もうしこむ,to apply for; to make an application; to propose (marriage); to offer (mediation); to make an overture (of peace); to challenge; to lodge (objections); to request (an interview); to subscribe for; to book; to reserve,JLPT N-3
申し訳,もうしわけ,apology; excuse,JLPT N-3
真剣,しんけん,serious; earnest / real sword (as opposed to unsharpened or wooden practice weapon),JLPT N-3
真似,まね,imitating; copying; mimicry / behavior; behaviour; action; conduct,JLPT N-3
真面目,まじめ,serious; honest; sober; grave; earnest; steady,JLPT N-3
親しい,したしい,close (e.g. friend); familiar; friendly; intimate / familiar (e.g. story); well-known (to one) / close (relatives); closely related,JLPT N-3
親戚,しんせき,relative; relation; kin,JLPT N-3
人ごみ,ひとごみ,crowd of people,JLPT N-3
ごみ,塵,rubbish; trash; garbage; refuse,JLPT N-3
酔う,よう,to get drunk; to become intoxicated / to feel sick (e.g. in a vehicle); to become nauseated / to be elated; to be exalted; to be spellbound; to be in raptures,JLPT N-3
ずいぶん,随分,very; extremely; surprisingly; considerably; awfully; terribly / terrible; horrid; contemptible; reprehensible / remarkable; extraordinary,JLPT N-3
数える,かぞえる,to count; to enumerate,JLPT N-3
まさに,正に,exactly; surely; certainly; just / right then; just then; at that moment / just (about to); on the verge (of doing or happening) / duly; naturally,JLPT N-3
正確,せいかく,accurate; correct; precise; exact,JLPT N-3
生じる,しょうじる,to produce; to yield; to cause / to result from; to arise; to be generated,JLPT N-3
積もる,つもる,to pile up; to accumulate / to estimate,JLPT N-3
責める,せめる,to condemn; to blame; to criticize; to criticise; to reproach; to accuse / to urge; to press; to pester / to torture; to torment; to persecute / to break in (a horse),JLPT N-3
全然,ぜんぜん,not at all (with neg. verb) / wholly; entirely; completely,JLPT N-3
粗い,あらい,coarse; rough,JLPT N-3
粗末,そまつ,crude; rough; plain; humble; shabby,JLPT N-3
素敵,すてき,lovely; wonderful; nice; great; fantastic; superb; cool,JLPT N-3
組む,くむ,to cross (legs or arms); to link (arms) / to put together; to construct; to assemble; to produce (e.g. TV program) / to braid; to plait / to grapple; to wrestle / to unite; to join; to link up; to form an alliance / to set (e.g. type) / to issue (e.g. money order),JLPT N-3
訴える,うったえる,"to raise; to bring to (someone's attention) / to appeal to (reason, emotions, etc.); to work on (one's emotions); to play on (one's sympathies) / to complain / to sue (a person); to take someone to court / to resort to (e.g. arms, violence)",JLPT N-3
ねずみ,鼠,"mouse; rat / dark gray; dark grey; slate (color, colour)",JLPT N-3
霜,しも,frost,JLPT N-3
増す,ます,to increase; to grow,JLPT N-3
すなわち,即ち,that is; namely; i.e.,JLPT N-3
束,たば,bundle; bunch; sheaf,JLPT N-3
袖,そで,"sleeve / wing (of a stage, desk, gate, etc.)",JLPT N-3
尊敬,そんけい,respect; esteem; reverence; honour; honor,JLPT N-3
だめ,駄目,no good; not serving its purpose; useless; broken / hopeless; wasted; in vain; purposeless / cannot; must not; not allowed / neutral point (in go); intersection owned by neither player at the end of a game,JLPT N-3
大屋,おおや,landlord; landlady,JLPT N-3
達する,たっする,to reach; to get to; to arrive at,JLPT N-3
誰か,だれか,someone; somebody,JLPT N-3
知能,ちのう,intelligence; intellect; brains,JLPT N-3
地平線,ちへいせん,horizon (related to land),JLPT N-3
遅刻,ちこく,lateness; late coming,JLPT N-3
眺める,ながめる,to look at; to gaze at; to watch; to stare at / to look out over; to get a view of; to admire (e.g. the scenery) / to look on (from the sidelines); to stand by and watch; to observe,JLPT N-3
頂戴,ちょうだい,receiving; reception; getting; being given / eating; drinking; having / please; please do for me,JLPT N-3
沈む,しずむ,to sink; to go under; to submerge / to go down (e.g. sun); to set; to descend / to feel depressed,JLPT N-3
通じる,つうじる,"to be open (to traffic); to lead to; to communicate (with) / to flow (liquid, current); to pass; to get through to / to be understood; to be comprehended / to be honored; to be good / to be well versed in; to be well-informed / to communicate clandestinely; to keep in touch (e.g. with the enemy) / to form a liaison; to be intimate / to spread widely; to disseminate",JLPT N-3
通す,とおす,"to stick through; to force through / to spread throughout; to thoroughly diffuse / to make a path between two points / to proceed in a logical manner / to let pass; to allow through / to lead (someone) into (a house, room, etc.); to show in / to go through (a middleman) / to (look, listen) through (a window, wall, etc.) / to pass (a law, applicant, etc.) / to force to accept; to force agreement / to continue (in a state); to persist in / to do to the entirety of; to cover all of; to span the whole ... / to do from beginning to end without a break / to convey (one's ideas, etc.) to the other party / to do to the end; to carry through; to complete",JLPT N-3
通り過ぎる,とおりすぎる,to go past; to pass; to pass by,JLPT N-3
停留所,ていりゅうじょ,"stop (bus, tram, etc.); station; stopping place",JLPT N-3
ほど,程,degree; extent; bounds; limit / upper limit,JLPT N-3
適する,てきする,to fit; to suit,JLPT N-3
適度,てきど,moderate (degree); proper (amount); temperate; suitable,JLPT N-3
うさぎ,兎,rabbit; hare; coney; cony; lagomorph (esp. leporids),JLPT N-3
倒す,たおす,to throw down; to bring down; to blow down; to fell; to knock down; to set (something) down on its side; to turn (something) on its side / to kill; to defeat; to beat / to overthrow; to trip up; to ruin / to leave unpaid; to cheat,JLPT N-3
当たる,あたる,"to be hit; to strike / to touch; to be in contact; to be affixed / to be equivalent to; to be applicable; to apply to / to be right on the money (of a prediction, criticism, etc.) / to be selected (in a lottery, etc.); to win / to be successful; to go well; to be a hit / to face; to confront / to lie (in the direction of) / to undertake; to be assigned / to be stricken (by food poisoning, heat, etc.); to be afflicted / to be called upon (by the teacher) / to treat (esp. harshly); to lash out at / to be unnecessary / to be hitting well; to be on a hitting streak / (in fishing) to feel a bite / (of fruit, etc.) to be bruised; to spoil / to feel (something) out; to probe into; to check (i.e. by comparison) / to shave / to be a relative of a person; to stand in a relationship",JLPT N-3
等しい,ひとしい,equal; identical; the same / no different (to); just like; equivalent,JLPT N-3
答案,とうあん,examination paper; examination script; answer sheet / answer (to an exam question),JLPT N-3
動かす,うごかす,to move; to shift; to stir; to budge; to change position / to inspire; to rouse; to move (e.g. feeling); to influence / to change; to alter; to deny / to operate; to set in motion; to get going / to mobilize (e.g. troops); to mobilise; to deploy / to manage (e.g. funds),JLPT N-3
動詞,どうし,verb,JLPT N-3
得る,うる,to be able to ...; can ... / to get; to acquire; to obtain; to procure; to earn; to win; to gain; to secure; to attain,JLPT N-3
縄,なわ,rope; cord / policeman's rope,JLPT N-3
認める,みとめる,to recognize; to recognise; to observe; to notice / to deem; to judge; to assess / to approve; to deem acceptable; to allow / to admit; to accept; to confess (to a charge) / to watch steadily; to observe carefully / to renown; to give renown to; to appreciate; to acknowledge,JLPT N-3
熱中,ねっちゅう,being enthusiastic about; being wild about; being absorbed in; being engrossed in; being devoted to,JLPT N-3
年中,ねんじゅう,"whole year; all year round; throughout the year / always; all the time; perpetually / during an era / middle class (of a nursery school, etc.)",JLPT N-3
燃える,もえる,to burn; to get fired up,JLPT N-3
悩む,なやむ,to be worried; to be troubled,JLPT N-3
濃い,こい,"deep (colour); dark / strong (flavour, smell, etc.) / thick (consistency); dense / strong (possibility, etc.) / thick (i.e. ""as thick as thieves""); close; deep (love, etc.)",JLPT N-3
発車,はっしゃ,"departure (of a train, car, etc.); starting; leaving",JLPT N-3
発明,はつめい,invention / intelligent; clever / being enlightened; having the meaning of everything become clear,JLPT N-3
髪の毛,かみのけ,hair (head),JLPT N-3
罰する,ばっする,to punish; to penalize; to penalise,JLPT N-3
反抗,はんこう,opposition; resistance; insubordination; defiance; hostility; rebellion,JLPT N-3
悲しむ,かなしむ,to be sad; to mourn for; to regret,JLPT N-3
かぶる,被る,"to put on (one's head); to wear; to have on; to pull over (one's head); to crown (oneself) / to be covered with (dust, snow, etc.); to pour (water, etc.) on oneself; to dash on oneself; to ship water / to bear (e.g. someone's debts, faults, etc.); to take (blame); to assume (responsibility); to shoulder (burden) / to overlap (e.g. sound or color) / to be similar; to be redundant / to be fogged (due to overexposure, etc.) / to close; to come to an end / to get a full house; to sell out / to blunder; to bungle; to fail / to be deceived",JLPT N-3
飛ばす,とばす,to let fly; to make fly; to send flying; to blow off (e.g. in the wind); to launch; to fire; to hurl; to shoot / to skip over; to leave out; to omit; to drop (e.g. a stitch) / to run fast; to drive fast; to gallop / to spray; to splash; to spatter / to say without reservation; to call out (e.g. a jeer); to rattle of (e.g. a joke) / to spread (e.g. a rumour); to circulate; to send out (a message); to issue (e.g. an appeal) / to transfer (to a less important post); to send away (e.g. to a provincial branch); to demote / to dispatch quickly (e.g. a reporter) / to get rid of; to burn off (alcohol) / to attack (e.g. with a leg manoeuvre) / to do vigorously; to do roughly; to do energetically,JLPT N-3
膝,ひざ,knee / lap; knee and thigh (while sitting),JLPT N-3
紐,ひも,string; cord / man who is financially dependent on a woman; gigolo; pimp,JLPT N-3
秒,びょう,second (unit of time),JLPT N-3
貧しい,まずしい,poor; needy / lacking (quantity and quality-wise); poor; scanty; skimpy; slight; inadequate,JLPT N-3
不可,ふか,wrong; bad; improper; unjustifiable; inadvisable / not allowed; not possible / failing grade,JLPT N-3
不平,ふへい,discontent; dissatisfaction; complaint; grievance,JLPT N-3
腐る,くさる,to rot; to go bad; to decay; to spoil; to fester; to decompose; to turn sour (e.g. milk) / to corrode; to weather; to crumble / to become useless; to blunt; to weaken (from lack of practice) / to become depraved; to be degenerate; to be morally bankrupt; to be corrupt / to be depressed; to be dispirited; to feel discouraged; to feel down / to have the audacity to; to be bastard enough to / to lose a bet / to be drenched; to become sopping wet,JLPT N-3
物音,ものおと,sounds,JLPT N-3
閉じる,とじる,"to close (e.g. book, eyes, meeting, etc.); to shut",JLPT N-3
癖,くせ,"habit (often a bad habit, i.e. vice); tendency / peculiarity; idiosyncrasy; mannerism / crease; wrinkle; curl; kink",JLPT N-3
あたり,辺り,"on the bank of; by the side of (e.g. a river, pond) / (in the) neighbourhood; neighborhood; vicinity; nearby / around (Sunday, last year, etc...) / for instance",JLPT N-3
つかまる,捕まる,to be caught; to be arrested / to hold on to; to grasp / to find (e.g. proof); to get (e.g. a taxi) / to be detained by,JLPT N-3
暮らす,くらす,to live; to get along / to spend (time),JLPT N-3
包み,つつみ,bundle; package; parcel / counter for wrapped objects,JLPT N-3
放す,はなす,"to release; to let go; to free; to set free; to let loose; to turn loose / to add (pieces of eggplant, potato, etc.) to water, broth, etc.",JLPT N-3
防ぐ,ふせぐ,to defend against; to protect against / to prevent; to avert; to avoid,JLPT N-3
万一,まんいち,emergency; unlikely event / by some chance; by some possibility,JLPT N-3
夢中,むちゅう,absorbed in; immersed in; crazy about; obsessed with; devoted to / forgetting oneself; daze; trance; ecstasy; delirium / within a dream; while dreaming,JLPT N-3
なし,無し,without / unacceptable; not alright; unsatisfactory,JLPT N-3
無駄,むだ,futility; waste; uselessness; pointlessness; idleness,JLPT N-3
命じる,めいじる,to order; to command / to appoint,JLPT N-3
迷子,まいご,lost child; lost person; stray child; missing child,JLPT N-3
戻す,もどす,"to put back; to return; to give back; to restore (to a previous state, e.g. defrosting, reconstituting, reconciling); to turn back (e.g. clock hand) / to vomit; to throw up / to recover (of a market price)",JLPT N-3
もらう,貰う,to receive; to take; to accept / to get somebody to do something,JLPT N-3
厄介,やっかい,trouble; burden; nuisance; bother; worry / care; dependence; support; kindness; obligation; staying (with a person),JLPT N-3
約,やく,approximately; about / promise / shortening; reduction; simplification / contraction (in phonetics),JLPT N-3
愉快,ゆかい,pleasant; delightful; enjoyable; joyful; cheerful; amusing; happy,JLPT N-3
ただ,唯,ordinary; common; usual / free of charge / unaffected; as is; safe / only; merely; just; simply / but; however; nevertheless,JLPT N-3
有能,ゆうのう,able; capable; competent; talented; efficient,JLPT N-3
予期,よき,expectation; assume will happen; forecast,JLPT N-3
余分,よぶん,extra; excess; surplus,JLPT N-3
与える,あたえる,to give (esp. to someone of lower status); to bestow; to grant; to confer; to present; to award / to provide; to afford; to offer; to supply / to assign / to cause / to pass (a variable to a function),JLPT N-3
預ける,あずける,to leave (in someone's keeping); to put (in someone's care); to place (in someone's custody); to entrust (someone) with; to deposit / to put (someone) in charge of; to leave (a matter) in someone's hands; to let (someone) decide / to lean on; to put one's weight on,JLPT N-3
幼い,おさない,very young / childish; immature,JLPT N-3
用いる,もちいる,to use; to make use of; to utilize; to utilise,JLPT N-3
用心,ようじん,care; precaution; guarding; caution,JLPT N-3
要点,ようてん,gist; main point,JLPT N-3
陽気,ようき,cheerful; jovial; merry; lively / weather; season / spirit of yang,JLPT N-3
利口,りこう,"clever; intelligent; wise; bright; sharp; sensible; smart; shrewd / well-behaved (of kids, animals, etc); obedient; good / good (with words)",JLPT N-3
裏切る,うらぎる,to betray; to turn traitor to; to double-cross,JLPT N-3
離す,はなす,to separate; to part; to divide; to keep apart,JLPT N-3
立ち上がる,たちあがる,to stand up; to get up / to rise / to recover / to take action; to start / to make the initial charge / to start up; to boot up,JLPT N-3
ほぼ,略,almost; roughly; approximately,JLPT N-3
流れる,ながれる,"to stream; to flow (liquid, time, etc.); to run (ink) / to be washed away; to be carried / to drift; to float (e.g. clouds); to wander; to stray / to sweep (e.g. rumour, fire); to spread; to circulate / to be heard (e.g. music); to be played / to lapse (e.g. into indolence, despair) / to pass; to elapse; to be transmitted / to be called off; to be forfeited / to disappear; to be removed",JLPT N-3
両替,りょうがえ,change; money exchange,JLPT N-3
礼儀,れいぎ,manners; courtesy; etiquette,JLPT N-3
劣る,おとる,to be inferior to; to be less good at; to fall behind,JLPT N-3
連れ,つれ,companion; company,JLPT N-3
連想,れんそう,association (of ideas); being reminded (of something); suggestion,JLPT N-3
論じる,ろんじる,to discuss; to talk about; to deal with (a topic) / to argue; to dispute / to take into consideration; to make an issue of,JLPT N-3
脇,わき,armpit; under one's arm; side; flank / beside; close to; near; by / aside; to the side; away; out of the way / off-track; off-topic / deuteragonist; supporting role / second verse (in a linked series of poems),JLPT N-3
贅沢,ぜいたく,luxury; extravagance / to live in luxury; to indulge oneself / lavish (use of something); abundant; copious; wasteful,JLPT N-3
おる,居る,to be (animate); to be; to exist / to be ..ing / to (have the audacity to) do,JLPT N-3
最中,さいちゅう,in the middle of; height of; in course of; midst,JLPT N-3
注ぐ,そそぐ,"to pour (into) / to sprinkle on (from above); to water (e.g. plants); to pour onto; to spray / to shed (tears) / to concentrate one's energy (strength, attention, etc.) on; to devote to; to fix (one's eyes) on / to flow into (e.g. of a river); to run into; to drain into / to fall (of rain, snow); to pour down",JLPT N-3
転ぶ,ころぶ,to fall down; to fall over / to turn out; to play out / to abandon Christianity (and convert to Buddhism); to apostatize / to roll; to tumble / (for a geisha) to prostitute (herself) in secret,JLPT N-3
年月,としつき,months and years,JLPT N-3
頬,ほお,cheek (of face),JLPT N-3
飽きる,あきる,to get tired of; to lose interest in; to be fed up with; to have enough,JLPT N-3
ある,或,a certain ...; some ...,JLPT N-3
暗記,あんき,memorization; memorisation; learning by heart,JLPT N-3
追いつく,おいつく,to catch up (with); to draw level; to pull even; to reach / to be compensated; to make up for one's losses,JLPT N-3
収める,おさめる,to dedicate; to make an offering; to pay (fees) / to supply / to store / to finish; to bring to a close / to restore (something to its place) / to achieve (e.g. a result),JLPT N-3
恐れる,おそれる,to fear; to be afraid of,JLPT N-3
換える,かえる,to replace / to exchange; to interchange / to substitute,JLPT N-3
かご,籠,"basket (shopping, etc.); hamper; cage",JLPT N-3
幸運,こううん,good luck; fortune,JLPT N-3
凍る,こおる,to freeze; to be frozen over; to congeal,JLPT N-3
小包,こづつみ,parcel; package,JLPT N-3
少々,しょうしょう,just a minute; small quantity,JLPT N-3
勧める,すすめる,"to recommend (someone to do); to advise; to encourage; to urge / to recommend (a book, someone for a position, etc.); to suggest / to offer (a drink, cigarette, seat, etc.)",JLPT N-3
退屈,たいくつ,tedium; boredom; dullness / to feel bored; to get bored with; to get tired of,JLPT N-3
戦う,たたかう,"to make war (on); to wage war (against); to go to war (with); to fight (with); to do battle (against) / to compete (against) / to struggle (against adversities, etc.); to fight; to contend; to resist",JLPT N-3
例え,たとえ,example / simile; metaphor; allegory; fable; parable,JLPT N-3
たびたび,度々,often; again and again; over and over again; repeatedly; frequently,JLPT N-3
頼る,たよる,to rely on; to depend on; to count on; to turn to (for help),JLPT N-3
出会う,であう,"to meet (by chance); to come across; to run across; to encounter; to happen upon / to meet (e.g. of rivers, highways, etc.) / to emerge and engage (an enemy)",JLPT N-3
のど,喉,throat / singing voice,JLPT N-3
伸ばす,のばす,"to grow long (e.g. hair, nails) / to lengthen; to extend; to stretch / to reach out; to hold out / to straighten; to smooth out / to spread evenly (dough, cream, etc.) / to dilute; to thin out / to postpone / to prolong / to strengthen; to develop; to expand",JLPT N-3
計る,はかる,"to measure; to weigh; to survey; to time (sound, gauge, estimate) / to conjecture; to infer; to surmise",JLPT N-3
激しい,はげしい,violent; furious; tempestuous / extreme; intense; fierce; strong / fervent; vehement / incessant; relentless / precipitous; steep,JLPT N-3
ばか,馬鹿,fool; idiot / trivial matter; folly; absurdity / foolish; stupid; dull; absurd; ridiculous / Mactra chinensis (species of trough shell),JLPT N-3
引っ張る,ひっぱる,to pull; to draw; to pull tight / to string (lines); to run (cable); to stretch / to pull towards oneself (e.g. someone's sleeve) / to drag; to haul; to tow / to lead (e.g. one's followers) / to take someone somewhere (e.g. a suspect to the police) / to tempt into joining; to strongly invite to join / to delay; to prolong / to lengthen the pronunciation (of a word) / to quote; to cite; to reference / to pull the ball / to wear; to put on,JLPT N-3
広がる,ひろがる,to spread (out); to extend; to stretch; to reach to; to get around; to fill (e.g. a space),JLPT N-3
満ちる,みちる,to be full / to wax (e.g. moon) / to rise (e.g. tide) / to mature; to expire,JLPT N-3
虫歯,むしば,cavity; tooth decay; decayed tooth; dental caries,JLPT N-3
基づく,もとづく,to be grounded on; to be based on; to be due to; to originate from,JLPT N-3
雇う,やとう,to employ / to hire; to charter,JLPT N-3
決まり,きまり,rule; regulation / settlement; conclusion; end; agreement; arrangement / habit; custom; habitual way / countenance in front of another person; face / love relationship between a customer and a prostitute,JLPT N-3
対する,たいする,"to face (each other); to be facing / to be directed toward (the future, etc.); to be in response to; to be related to / to receive (a client, etc.) / to compare with; to contrast with; to be in opposition with; to be opposed to / to confront; to oppose; to compete with",JLPT N-3
つまり,詰まり,"that is to say; that is; in other words; I mean; that (this, it) means / in short; in brief; to sum up; ultimately; in the end; in the long run; when all is said and done; what it all comes down to; when you get right down to it; basically / clogging; obstruction; stuffing; (degree of) blockage / shrinkage / end; conclusion / dead end; corner / distress; being at the end of one's rope",JLPT N-3
途端,とたん,"just (now, at the moment, etc.); just as; in the act of; as soon as; at the moment that",JLPT N-3
眺め,ながめ,scene; view; prospect; outlook,JLPT N-3
なんで,何で,why?; what for? / how?; by what means?,JLPT N-3
一人一人,ひとりひとり,one by one; each; one at a time,JLPT N-3
アイスクリーム,,ice cream; icecream,JLPT N-3
アイロン,,iron (for pressing clothes) / hair iron; hair tong; curling tong,JLPT N-3
アウト,,"out (in baseball, tennis, etc.) / outer; external; outside / no good; out of line; unacceptable; failure",JLPT N-3
アルバム,,album,JLPT N-3
インク,,ink,JLPT N-3
エネルギー,,energy / strength; power; stamina; get-up-and-go / food energy; calories,JLPT N-3
エンジン,,engine,JLPT N-3
カード,,card / curd / match; game; grouping in a competition or tournament,JLPT N-3
キャンプ,,camp,JLPT N-3
クラシック,,classical music / classic; classical / classic (work); the classics,JLPT N-3
クリーム,,cream,JLPT N-3
クリスマス,,Christmas,JLPT N-3
グラス,,glass (drinking vessel) / glass / glasses / grass,JLPT N-3
グループ,,group (usu. of people),JLPT N-3
ケース,,"case (e.g. receptacle, condition, event, legal action, letter style, etc.) / Computer-Aided Software Engineering; CASE",JLPT N-3
ゲーム,,game,JLPT N-3
コーチ,,coach,JLPT N-3
コード,,code / cord / chord,JLPT N-3
ゴール,,goal; basket (basketball); finishing line; winning post / Gaul,JLPT N-3
サービス,,service; help; assistance; care; concern / discount; freebie; free gift / (after-sales) service; servicing; (product) maintenance / service (e.g. in tennis); serve,JLPT N-3
サイン,,autograph; signature / sign / sine,JLPT N-3
ジュース,,"juice / soft drink (any (sweet) non-alcoholic beverage, carbonated or uncarbonated) / deuce",JLPT N-3
スープ,,(Western) soup,JLPT N-3
スイッチ,,switch,JLPT N-3
スキー,,skiing / ski; skis,JLPT N-3
スケート,,skating (esp. ice); skate; skates,JLPT N-3
スター,,"star (cinema, sports, etc.); celebrity; idol / star symbol; asterisk / (celestial) star",JLPT N-3
スタイル,,figure; body build / style,JLPT N-3
スタンド,,stands; bleachers / stand (e.g. newspaper stand); counter (e.g. lunch counter) / stand (e.g. inkstand) / desk lamp; floor lamp; standard lamp / station (e.g. gas station),JLPT N-3
スピーチ,,speech,JLPT N-3
セット,,set / set meal; combo-meal; combo; combination meal / hairdo,JLPT N-3
センター,,centre; center,JLPT N-3
タイプライター,,typewriter,JLPT N-3
タオル,,towel,JLPT N-3
ダイヤ,,diamond / (railway) schedule; timetable / diagram,JLPT N-3
ダンス,,dance,JLPT N-3
チーズ,,cheese / tee (piping); T-joint / cheese (expression used when taking a photograph),JLPT N-3
チーム,,team,JLPT N-3
チャンス,,chance; opportunity,JLPT N-3
テント,,tent,JLPT N-3
デート,,date; go on a date,JLPT N-3
デモ,,demonstration; protest / (giving a) demo; demonstration; presentation,JLPT N-3
トップ,,top / top position / senior management; senior bureaucrat,JLPT N-3
トラック,,"truck; lorry / track (running, CD, etc.) / track events",JLPT N-3
トランプ,,playing cards,JLPT N-3
トンネル,,tunnel / to tunnel (through a potential barrier) / letting a grounder go through one's legs,JLPT N-3
ドライブ,,"drive; trip by car; driving / to (go for a) drive; to go on a trip by car / to drive (e.g. a car) / to drive (innovation, change, etc.); to propel / drive",JLPT N-3
ドラマ,,drama / TV drama; teledrama; play,JLPT N-3
ドレス,,dress,JLPT N-3
ノック,,knock; knocking / fungo hitting; hitting balls for fielding practice,JLPT N-3
ハイキング,,hiking,JLPT N-3
ハンサム,,handsome,JLPT N-3
バイオリン,,violin,JLPT N-3
バッグ,,bag,JLPT N-3
パーセント,,percent; percentage,JLPT N-3
パイプ,,"pipe; tube / channels, official or otherwise; (business) connections / tobacco pipe",JLPT N-3
パイロット,,pilot,JLPT N-3
パスポート,,passport,JLPT N-3
ビデオ,,video,JLPT N-3
ピクニック,,picnic,JLPT N-3
ピン,,"pin (e.g. hairpin, bowling pin, golf pin, etc.) / one (on dice, in cards, etc.) / beginning; best / kickback",JLPT N-3
ブレーキ,,brake,JLPT N-3
プラス,,plus; addition / positive number / gain; advantage; asset; positive feature / anode; plus terminal; positive pole / + shape,JLPT N-3
プラン,,plan,JLPT N-3
プロ,,professional,JLPT N-3
ベルト,,"belt (waist, seat, etc.); strap / belt; zone; area / drive belt; machine belt",JLPT N-3
ベンチ,,bench,JLPT N-3
ペンキ,,paint,JLPT N-3
ホーム,,platform / home,JLPT N-3
ボーイ,,boy / bellboy; porter; waiter,JLPT N-3
ボート,,boat; rowing boat,JLPT N-3
ボール,,"ball / ball (pitch that falls outside of the strike zone) / bowl / board (cardboard, pasteboard, etc.)",JLPT N-3
マーケット,,market,JLPT N-3
マイク,,mike; mic; microphone,JLPT N-3
ママ,,"mama; mamma; mom; mommy; mum; mummy; mother / female proprietress (of a bar, etc.)",JLPT N-3
ミス,,mistake; error; failure / Miss / myth,JLPT N-3
ミルク,,milk,JLPT N-3
メモ,,memo; note; memorandum,JLPT N-3
メンバー,,member; participant; attendee; lineup (sport),JLPT N-3
ユーモア,,humor; humour,JLPT N-3
ヨット,,yacht (usually only used for a sailing boat with one mast); sailing boat; sailboat,JLPT N-3
ライター,,lighter / writer,JLPT N-3
ラケット,,racket; paddle (in table-tennis),JLPT N-3
ロケット,,rocket / locket,JLPT N-3
ワイン,,wine,JLPT N-3
持ち上げる,もちあげる,to elevate; to raise; to lift up / to flatter; to extol; to praise to the sky,JLPT N-3
ころ,頃,(approximate) time; around; about; toward / suitable time (or condition) / time of year; season,JLPT N-3
日本,にほん,Japan,JLPT N-3
なかなか,中中,very; considerably; easily; readily; fairly; quite; highly; rather / by no means; not readily / middle; half-way point / excellent; wonderful; very good,JLPT N-3
あちこち,彼方此方,here and there; all around; everywhere; throughout; all over / to get things in the wrong order (back to front); to become muddled up,JLPT N-3
お昼,おひる,lunch / noon; midday / daytime / waking up; getting up; rising,JLPT N-3
ビール,,beer,JLPT N-3
いけない,行けない,wrong; not good; of no use / hopeless; past hope / must not do,JLPT N-3
おしゃべり,お喋り,chattering; talk; idle talk; chat; chitchat; gossip / chatty; talkative; chatterbox; blabbermouth,JLPT N-3
かもしれない,かも知れない,may; might; perhaps; may be; possibly,JLPT N-3
がっかり,,feel disappointed; dejected; lose heart; feel emotionally drained; feel let down,JLPT N-3
きちんと,,properly; accurately; exactly; precisely; regularly / neatly; tidily; orderly,JLPT N-3
きつい,,"tough; hard; severe; demanding; harsh / determined; strong-minded; forceful; formidable; fierce / strong (e.g. sunlight, alcohol); severe; intense / (too) tight; constricting; close / extreme; unusually strong",JLPT N-3
ぐっすり,,soundly (sleeping); fast (asleep),JLPT N-3
こんなに,,so; like this; in this way,JLPT N-3
さっぱり,,feeling refreshed; feeling relieved / neat; tidy; clean / frank; open-hearted; plain; simple; light / completely; entirely / not in the least (with neg. verb); not at all / nothing at all; completely useless; hopeless; awful,JLPT N-3
ざっと,,roughly; approximately; round about; more or less / cursorily; briefly; quickly; lightly; roughly,JLPT N-3
しきりに,頻りに,frequently; repeatedly; often; incessantly; constantly / strongly; eagerly,JLPT N-3
しばしば,屡々,often; again and again; frequently; repeatedly,JLPT N-3
しまった,仕舞った,damn it!; damn!; oops!; oh dear!; oh no!,JLPT N-3
じっと,凝乎と,"motionlessly (e.g. stand, wait); (be) still / fixedly (e.g. gaze, stare); intently (e.g. listen, think) / patiently (endure); stoically / firmly (e.g. hold); restrained",JLPT N-3
ずっと,,"continuously in some state (for a long time, distance); throughout; all along; the whole time; all the way / much (better, etc.); by far; far and away / far away; long ago / direct; straight",JLPT N-3
そして,然して,and; and then; thus; and now; and finally,JLPT N-3
そのうち,その内,before very long; soon; someday; one of these days; sooner or later / of the previously mentioned; of that number; among them; among others,JLPT N-3
それとも,其れ共,or; or else,JLPT N-3
たった,,only; merely; but; no more than,JLPT N-3
たっぷり,,full; in plenty; ample,JLPT N-3
ちゃんと,,diligently; seriously; earnestly; reliably; steadily; legitimately / perfectly; properly; exactly; orderly; punctually; regularly / sufficiently; satisfactorily / quickly,JLPT N-3
ですから,,so; therefore,JLPT N-3
ところが,所が,even so; however; still; whereupon; even though; nevertheless; on the contrary; as a matter of fact; despite,JLPT N-3
